ID,Date,AveragePrice,Total Volume,Mango_4046,Mango_4225,Mango_4770,Small Bags,Large Bags,Total Bags
80,2015-01-09,2.87,42432865.94,8306094.12,2984222.29,15576841.48,72859.57,2662614.66,2735474.23
81,2015-01-09,2.19,48698039.11,19483816.18,21141041.54,9084537.59,516277.56,2336018.85,2852296.41
82,2015-01-09,1.37,31310958.49,5294450.92,20029177.69,15292088.85,1859584.61,13101600.02,14961184.63
83,2015-01-09,0.62,22741652.57,10085356.54,11308043.06,18116342.01,1650070.24,16579654.32,18229724.56
84,2015-01-09,1.31,27005157.16,19477493.38,4098317.61,18129135.72,2512450.36,10987523.72,13499974.08
85,2015-01-09,1.35,24277734.49,9745157.14,3323100.7,6634803.64,994686.17,8928582.21,9923268.38
86,2015-01-09,2.49,60004480.72,17678376.72,5825335.91,6047127.09,339390.38,10074325.11,10413715.49
87,2015-01-09,2.23,48009975.72,1202948.58,20667643.23,14073509.86,1692649.81,3033145.04,4725794.85
88,2015-01-09,2.93,13006692.86,19509078.38,11860069.38,12671860.69,201235.97,1007559.51,1208795.48
89,2015-01-09,1.77,24014043.41,3838869.96,18286819.11,7599404.65,297308.34,16061325.07,16358633.41
90,2015-01-09,0.78,34003878.54,20059831.28,11525426.53,4430118.65,1446171.18,16397754.86,17843926.04
91,2015-01-09,2.44,38315110.34,3594158.97,13861035.87,11980964.06,1201856.89,14592345.35,15794202.24
92,2015-01-09,2.58,29264182.08,9096425.4,13875939.7,8335077.81,671258.65,14948937.56,15620196.21
93,2015-01-09,2.02,50637505.14,6317515.36,712734.36,2559451.46,1217117.58,4144742.95,5361860.53
94,2015-01-10,2.61,47979730.17,8868495.26,10127016.27,12384251.96,2211123.88,2106321.31,4317445.19
95,2015-01-10,1.83,31575264.14,5128384.88,19651599.65,13516140.13,1846158.83,3099564.0,4945722.83
96,2015-01-10,1.91,53406673.54,19760600.18,11123871.55,7056315.67,1158124.96,12373377.69,13531502.65
97,2015-01-10,1.64,46947357.74,6258365.49,9901101.73,16117564.52,792810.73,7697456.74,8490267.47
98,2015-01-10,0.51,48665780.55,13372911.52,11975550.44,1427278.54,1482499.31,305065.91,1787565.22
99,2015-01-10,0.74,59780452.74,2813628.82,8660019.36,9607326.8,7298.26,18413120.65,18420418.91
100,2015-01-10,0.53,16655750.46,16875683.87,11722059.04,18527196.24,1866730.61,4461500.21,6328230.82
101,2015-01-10,2.23,16729583.36,11105448.25,3078230.55,3689867.94,2043385.17,83091.17,2126476.34
102,2015-01-10,1.32,55564544.86,20049823.01,22014610.16,3338460.69,310020.63,7440515.57,7750536.2
103,2015-01-10,1.87,48268527.99,8667285.82,776238.25,7336541.78,1025256.08,4126424.83,5151680.91
104,2015-01-10,2.99,57914334.31,4000929.92,10989884.34,5193628.18,369419.38,7149364.87,7518784.25
105,2015-01-10,1.14,3946070.71,7083207.05,4775989.56,4291796.2,2416073.11,18178904.48,20594977.59
106,2015-01-10,1.59,39238393.45,15086107.95,1327222.05,18401437.26,2103328.94,12030980.26,14134309.2
107,2015-01-10,2.56,9040160.11,13492287.9,14822136.99,6680782.25,51113.68,12510253.23,12561366.91
108,2015-01-10,1.08,31496462.11,15933217.12,22406584.4,1159251.06,2471021.32,17117981.54,19589002.86
109,2015-01-11,0.66,9735134.06,1503978.95,17048727.35,17431592.07,361149.11,2199939.32,2561088.43
110,2015-01-11,1.25,8005703.74,11880481.16,5777348.56,8683930.91,213914.7,1940331.67,2154246.37
111,2015-01-11,0.89,760673.83,19082026.59,11221451.46,14257498.65,83033.67,16569802.53,16652836.2
112,2015-01-11,3.05,39393515.7,2208814.08,1132212.6,7116667.58,2013367.26,3084085.82,5097453.08
113,2015-01-11,2.71,22440994.97,1931096.77,12092104.27,18117155.41,2356120.43,14220425.81,16576546.24
114,2015-01-11,2.22,6574937.42,14669301.68,2262152.8,5575593.02,243498.87,4047121.32,4290620.19
115,2015-01-11,2.89,20179241.28,6451965.35,18072251.24,12839867.24,2503945.2,9202089.83,11706035.03
116,2015-01-11,2.7,10560029.94,13481493.55,1289708.57,15970144.99,804317.35,7466282.91,8270600.26
117,2015-01-11,0.96,58861249.2,11164333.27,212902.22,4609503.81,1728636.84,2006018.37,3734655.21
118,2015-01-11,2.95,20002169.77,20185349.13,19594922.59,15527777.23,2511465.65,13006601.35,15518067.0
119,2015-01-11,1.96,20874037.2,18199493.94,21436818.27,15348869.62,21632.84,16558787.17,16580420.01
120,2015-01-11,2.71,52495881.03,13880538.11,1968551.53,18680033.4,1392356.42,1925554.78,3317911.2
121,2015-01-11,2.96,40488422.43,5356629.43,6343573.44,17877759.23,1670429.8,6927360.06,8597789.86
122,2015-01-11,1.33,44389759.97,5361410.05,16868878.21,7528569.05,945649.73,549241.38,1494891.11
123,2015-01-11,0.75,39753734.73,18060035.78,12273671.28,11440683.5,280039.63,4570441.38,4850481.01
124,2015-01-11,1.08,59142615.01,11982266.78,21589077.73,17925851.22,1581644.76,5044126.6,6625771.359999999
125,2015-01-12,1.64,12938787.86,16157050.03,8851360.79,84770.5,119685.61,15829795.81,15949481.42
126,2015-01-12,2.74,61820538.17,9208977.9,75574.52,12153738.6,2351479.66,14571319.47,16922799.130000003
127,2015-01-12,2.86,51939467.4,2109976.36,449087.25,4172266.22,1176622.35,16108777.67,17285400.02
128,2015-01-12,0.46,36814147.21,6810282.3,12846832.94,14312213.18,2317960.9,1559224.49,3877185.39
129,2015-01-12,1.88,41401995.17,3298816.28,17105596.49,15430114.35,2130221.26,2579222.85,4709444.109999999
130,2015-01-12,1.61,40555310.58,16004565.44,17981489.99,13812255.1,9272.65,5890438.61,5899711.260000001
131,2015-01-12,1.06,3650173.36,14339881.55,20731193.67,19297152.98,1169371.95,14420523.47,15589895.42
132,2015-01-12,0.78,13627328.32,1809863.15,5209983.43,9284722.39,2260734.49,484838.89,2745573.3800000004
133,2015-01-12,1.39,60097362.51,12720114.92,16794020.49,10875021.36,947766.73,2882033.54,3829800.27
134,2015-01-12,3.09,33400833.48,17894054.37,18811201.61,7923465.16,823057.13,9641054.31,10464111.44
135,2015-01-12,1.35,23649289.15,14275446.44,19019925.61,18869106.52,1745801.49,465022.16,2210823.65
136,2015-01-12,1.9,47631726.95,10462753.53,9359988.97,17876682.78,1795367.47,2006396.03,3801763.5
137,2015-01-12,2.42,32785435.83,6384020.02,14237117.23,19114246.92,1637768.0,6174769.36,7812537.36
138,2015-01-12,1.46,822830.99,18159378.42,12544589.55,19080429.61,925340.02,4634716.09,5560056.109999999
139,2015-01-12,3.17,46019029.28,8655058.04,13588990.77,17347804.61,162018.37,6992219.86,7154238.23
140,2015-01-13,3.14,45767754.63,17510396.39,6414410.18,18034015.43,2350373.54,14641153.74,16991527.28
141,2015-01-13,1.15,10322797.62,16028455.04,15539222.05,2322474.07,807768.75,4209765.31,5017534.06
142,2015-01-13,1.84,59796660.99,16708633.36,16148361.18,3361781.94,2026041.16,12123661.91,14149703.07
143,2015-01-13,1.29,13995588.15,20261722.01,4456574.84,17148857.94,895519.18,17065460.58,17960979.759999998
144,2015-01-13,1.24,28611966.01,15327515.57,10089805.9,14080403.01,1259836.23,5901081.81,7160918.039999999
145,2015-01-13,0.54,7171720.3,696837.45,9600207.21,16951273.89,951531.37,957488.99,1909020.36
146,2015-01-13,2.15,37708584.96,4205350.28,17033846.08,14917962.77,207086.41,12230571.33,12437657.74
147,2015-01-13,1.85,23467867.81,720464.88,15158689.78,2704170.93,838917.18,13884236.86,14723154.04
148,2015-01-13,0.58,22075390.28,3887639.52,10830415.19,17756750.52,2433575.99,9231882.8,11665458.79
149,2015-01-13,1.22,51690739.0,1257701.96,14840921.65,14941113.84,280966.74,8292468.11,8573434.85
150,2015-01-13,2.99,597744.8,10268388.06,5978423.45,11058305.16,1415416.83,14458508.97,15873925.8
151,2015-01-13,1.11,49876195.89,577397.33,5284431.06,10313512.2,2465987.51,8068338.6,10534326.11
152,2015-01-13,0.85,35718798.29,9673964.77,5456640.49,11116278.85,52232.57,92030.48,144263.05
153,2015-01-13,1.82,61636726.29,18399788.05,670883.81,7563599.9,176187.61,17239573.77,17415761.38
154,2015-01-13,3.21,36843564.31,15323779.62,15717573.23,15560876.19,2315010.2,4905439.81,7220450.01
155,2015-01-13,1.12,3461588.46,19323318.28,22421750.5,17610518.19,1873057.75,11787376.19,13660433.94
156,2015-01-14,2.33,3165699.15,4639589.24,7028508.41,4899756.69,1388632.28,10747198.45,12135830.73
157,2015-01-14,2.58,55202058.27,10871630.77,21147773.08,737093.65,1366526.6,9943116.59,11309643.19
158,2015-01-14,1.11,52580647.45,6521503.83,13794972.3,3931339.87,2482487.53,4773707.06,7256194.59
159,2015-01-14,2.49,21620138.11,10108773.98,5115818.59,14672023.28,53357.92,14341432.17,14394790.09
160,2015-01-14,1.47,38630552.29,11403661.22,269844.75,16823650.29,688751.68,4767245.77,5455997.449999999
161,2015-01-14,2.22,30602267.46,740750.81,16460269.82,6752806.51,806777.53,18191005.51,18997783.040000003
162,2015-01-14,2.22,60453217.33,4774886.65,15842617.03,2952214.13,304279.72,10853360.07,11157639.79
163,2015-01-14,1.95,59377924.51,14427102.35,5214049.81,16632495.58,909650.68,14917624.04,15827274.72
164,2015-01-14,0.69,61495494.67,15822279.25,7566916.85,4158304.92,943230.15,14424244.5,15367474.65
165,2015-01-14,2.79,54157952.5,11656995.57,20424830.34,4685861.11,2441526.6,18758928.41,21200455.01
166,2015-01-14,1.34,56852117.87,5544025.28,3576054.08,1794196.11,1125578.45,10311281.77,11436860.22
167,2015-01-14,0.96,13581216.73,8292303.82,19001014.67,17635833.44,2380341.94,1066465.99,3446807.93
168,2015-01-14,0.55,51942630.9,1965928.53,3848753.02,6329655.18,2062711.07,1705984.79,3768695.86
169,2015-01-14,2.1,44307596.77,19512132.56,10956217.07,3329105.62,1876313.04,6929744.5,8806057.54
170,2015-01-14,2.34,60179596.34,17782325.25,11348274.99,18475091.2,841657.93,6980147.4,7821805.33
171,2015-01-15,0.49,35707126.17,1342917.61,10737025.72,6500082.19,1087271.96,4210734.44,5298006.4
172,2015-01-15,1.88,5323506.18,3408159.26,6548559.6,14481143.78,113473.5,17934920.29,18048393.79
173,2015-01-15,1.08,37340837.97,11895335.95,5762430.14,4463484.7,960891.16,9165848.56,10126739.72
174,2015-01-15,2.25,42915211.3,4757976.71,16674590.66,14080893.41,2216435.61,17486937.72,19703373.33
175,2015-01-15,0.93,13771374.27,19127717.34,6269889.67,4497709.88,1989734.29,1067687.23,3057421.52
176,2015-01-15,2.38,24634363.07,15467371.85,13871681.1,12355022.39,2058448.46,6745037.43,8803485.89
177,2015-01-15,1.53,37409876.79,5594433.76,19255648.08,8540898.73,564292.43,6965864.72,7530157.149999999
178,2015-01-15,3.07,23383773.9,124899.38,19037190.13,15473667.06,534845.53,729849.3,1264694.83
179,2015-01-15,0.83,23436402.33,16365145.87,3801627.47,14147654.31,1689159.9,12544972.22,14234132.12
180,2015-01-15,1.4,8318739.73,8681359.19,14891101.64,18123288.7,1658412.25,2751869.56,4410281.8100000005
181,2015-01-15,0.76,58801987.15,13149839.59,13698005.4,7296354.59,497345.36,6716313.31,7213658.67
182,2015-01-15,3.04,46910157.81,5874539.0,6413347.48,14613835.77,1832536.7,19005971.8,20838508.5
183,2015-01-15,2.91,77806.41,2924697.43,8903079.09,18769535.92,957845.31,18019661.32,18977506.63
184,2015-01-15,1.16,47855173.12,13824014.97,6484501.2,6515359.98,2258188.77,5064154.57,7322343.34
185,2015-01-15,2.29,46241386.31,9218402.18,12214803.86,5618291.18,928120.93,6101811.49,7029932.42
186,2015-01-15,2.74,608323.69,4814058.44,18277393.08,14898924.23,585582.16,10467389.83,11052971.99
187,2015-01-16,2.0,23102408.89,2817323.96,19957599.07,8631145.99,498760.82,5539533.34,6038294.16
188,2015-01-16,1.93,37925189.91,11882749.69,16439622.36,7723134.2,2287209.63,14059294.75,16346504.38
189,2015-01-16,1.12,28299518.48,14852422.73,10995409.45,10570224.55,2190012.57,10986707.94,13176720.51
190,2015-01-16,0.7,48628544.11,5811328.67,21790551.38,18124162.71,1084446.61,9155278.39,10239725.0
191,2015-01-16,2.96,26593596.73,15048788.65,12824647.8,1624440.83,612981.55,18547644.49,19160626.04
192,2015-01-16,2.97,9617375.93,3748616.27,10883882.21,9021794.82,724570.77,4213251.26,4937822.029999999
193,2015-01-16,2.22,61031491.86,6927562.98,19486130.43,2133776.88,980256.5,16632992.53,17613249.03
194,2015-01-16,1.39,15128930.33,15248166.94,4199002.12,17117831.46,112929.22,14087612.23,14200541.45
195,2015-01-16,1.42,44859845.74,13513515.85,3590724.49,2648331.52,171356.81,3897518.74,4068875.55
196,2015-01-16,2.48,8948150.27,5537773.55,17797845.61,1737835.77,2361722.33,3581191.25,5942913.58
197,2015-01-16,2.96,20565202.88,2500173.42,19799928.81,18670943.42,1950871.68,11188208.89,13139080.57
198,2015-01-16,2.93,27629268.63,869455.33,1655161.7,10913716.57,2072759.68,1550792.84,3623552.52
199,2015-01-16,2.63,12015654.03,17152603.53,17378081.02,16000134.73,1218837.74,9315113.99,10533951.73
200,2015-01-16,2.24,28125060.74,1538198.73,9653794.45,9110347.84,929397.38,6532586.34,7461983.72
201,2015-01-16,0.68,9823635.13,2350946.03,16005292.75,8439748.11,234195.46,16479104.51,16713299.97
202,2015-01-17,0.89,34941102.42,4866072.72,3069690.77,17660738.37,1421129.98,11562050.22,12983180.2
203,2015-01-17,2.96,41485854.39,9123114.04,22129828.57,19176934.3,1892917.71,12402436.74,14295354.45
204,2015-01-17,2.14,3902574.57,16167393.77,20043500.75,11982901.24,498875.64,6330440.56,6829316.199999999
205,2015-01-17,0.47,54450687.33,5066063.98,9233283.36,17788186.1,990974.3,4194660.3,5185634.6
206,2015-01-17,0.73,11572419.62,11125925.06,20318210.24,16713563.54,2361347.09,10401200.76,12762547.85
207,2015-01-17,2.3,14086489.6,1849977.27,20353847.24,10539176.67,2148559.66,18302920.98,20451480.64
208,2015-01-17,0.45,41338127.97,9508806.26,10490561.76,18232128.33,2032806.89,11528391.55,13561198.44
209,2015-01-17,0.89,29299633.01,3636371.91,21535600.41,4069446.26,100417.97,375658.27,476076.24
210,2015-01-17,1.98,31215087.13,4323212.14,22217263.52,17142222.36,421635.71,18670496.28,19092131.99
211,2015-01-17,2.38,8010483.89,7509188.1,4940203.16,5993203.32,779314.74,16152440.5,16931755.24
212,2015-01-17,2.27,50363054.9,15585223.35,1516241.37,591181.92,773211.51,17116837.43,17890048.94
213,2015-01-17,1.07,38569406.97,15229828.23,7531543.58,15248352.98,328390.6,8766924.67,9095315.27
214,2015-01-17,2.44,8462215.26,8494734.45,11117881.55,18017354.33,737060.58,17363807.01,18100867.59
215,2015-01-17,1.11,23377125.17,2429266.48,2107796.44,4199756.24,1090243.91,5018901.32,6109145.23
216,2015-01-17,1.35,50655212.82,5745918.19,3199106.99,10346911.85,125552.4,15529518.83,15655071.23
217,2015-01-17,2.54,35525436.1,10344922.12,22099951.86,14517194.24,1026666.62,11866514.27,12893180.89
218,2015-01-18,2.27,6791237.56,17797356.94,16768881.76,6424588.33,1264392.43,18454890.63,19719283.06
219,2015-01-18,2.83,23300723.29,19820726.4,19899255.62,2846269.0,104237.43,5740786.4,5845023.83
220,2015-01-18,2.29,15169834.32,13049395.06,22087566.98,7599036.34,1716805.59,2392681.8,4109487.39
221,2015-01-18,2.04,32344559.79,7178753.27,8600370.16,8845193.28,203161.28,13890618.32,14093779.6
222,2015-01-18,0.7,52714845.86,14195389.28,15644513.46,14379145.79,1649899.65,19103440.94,20753340.59
223,2015-01-18,1.47,27269206.99,6882823.41,4185325.61,3849129.17,2531372.71,2824972.17,5356344.88
224,2015-01-18,1.19,27086371.69,12803799.74,12546907.07,15791278.06,154375.5,1971330.94,2125706.44
225,2015-01-18,1.13,56589551.48,4990041.31,4773395.55,9728783.37,693089.26,8343457.43,9036546.69
226,2015-01-18,3.17,36014877.56,5465411.59,3648780.24,17511192.43,329332.68,13954017.68,14283350.36
227,2015-01-18,1.54,35390176.65,1539910.88,2238964.17,10961046.89,940225.0,11558217.7,12498442.7
228,2015-01-18,2.95,16370909.53,8600529.96,13185305.86,8656973.85,2126939.69,18212637.37,20339577.06
229,2015-01-18,2.21,37986136.43,12654386.4,21603051.1,5556091.84,2366781.77,15677729.01,18044510.78
230,2015-01-18,2.67,35997691.96,16147084.17,2779765.59,2058248.35,2138299.99,11093124.68,13231424.67
231,2015-01-18,1.85,24805508.73,16588298.73,11424447.17,7201058.08,1759761.51,6995973.74,8755735.25
232,2015-01-18,2.06,61924067.64,20315906.17,15626413.54,8013178.89,1826351.23,16182770.99,18009122.22
233,2015-01-19,1.82,55123174.91,1796409.96,11277687.74,11009499.21,306782.73,9459666.5,9766449.23
234,2015-01-19,0.99,46853396.86,10094792.03,20737081.66,16658012.1,633310.3,16953726.85,17587037.150000002
235,2015-01-19,2.47,33587172.53,10672836.1,3782164.45,8985550.23,926640.99,11634520.61,12561161.6
236,2015-01-19,1.23,28881392.14,16469259.92,549559.93,6088676.33,127674.47,13699759.38,13827433.85
237,2015-01-19,0.51,11557200.15,5452511.33,8713491.51,16917756.43,2092273.53,905719.82,2997993.35
238,2015-01-19,2.25,19110377.19,1420091.11,12633824.25,14218292.77,651068.59,19186547.18,19837615.77
239,2015-01-19,0.94,48376939.29,6422822.51,5788411.6,5948126.87,133152.66,14618497.34,14751650.0
240,2015-01-19,3.08,28361917.91,20141566.07,3830787.96,3234261.45,186105.07,11275085.5,11461190.57
241,2015-01-19,3.12,55146836.49,18412076.35,18304922.7,5638113.03,2468756.68,10310281.0,12779037.68
242,2015-01-19,3.01,9245353.26,8090931.61,4288881.79,2395248.15,2322312.69,11613603.0,13935915.69
243,2015-01-19,1.48,31774605.47,17937789.58,10068194.22,17502006.1,2441377.68,889479.65,3330857.33
244,2015-01-19,0.48,40439038.21,670503.05,21708352.02,11851066.87,2436196.58,7063725.19,9499921.77
245,2015-01-19,3.05,32305987.77,6431937.38,13935123.56,16728944.58,2035709.84,1733019.18,3768729.02
246,2015-01-19,1.64,55581711.13,14878254.71,11320031.17,15892961.41,702737.36,3398332.53,4101069.89
247,2015-01-19,3.16,61853293.59,4533254.38,8193393.02,2968653.51,827005.17,6451398.2,7278403.37
248,2015-01-19,3.15,7240394.97,4061176.38,11835447.0,8582323.04,1023672.89,13031390.74,14055063.63
249,2015-01-20,2.84,8122988.87,17641693.95,16700797.94,18831914.75,1998961.52,18029284.61,20028246.13
250,2015-01-20,1.27,8146066.52,12608930.28,18707243.8,4529328.43,2359971.98,19123017.38,21482989.36
251,2015-01-20,1.52,42577441.74,20245861.37,14779887.49,973284.96,1121223.14,14551138.93,15672362.07
252,2015-01-20,2.83,23294413.34,2756765.39,17974667.75,6703301.08,767692.29,5207050.51,5974742.8
253,2015-01-20,1.33,45836329.56,7290152.42,2010940.16,9898621.77,618396.9,6245144.51,6863541.41
